"","anon_id","count_will_construction","count_goingTo_construction","gender","birth_year","native_language","language_used_at_home","non_native_language_1","yrs_of_study_lang1","study_in_classroom_lang1","ways_of_study_lang1","non_native_language_2","yrs_of_study_lang2","study_in_classroom_lang2","ways_of_study_lang2","non_native_language_3","yrs_of_study_lang3","study_in_classroom_lang3","ways_of_study_lang3","course_history","yrs_of_english_learning","yrs_in_english_environment","age","semester","LCT_Form","LCT_Score","MTELP_Form","MTELP_I","MTELP_II","MTELP_III","MTELP_Conv_Score","Writing_Sample"
"510","dg0",8,0,"Male",1981,"Chinese","Chinese;Taiwanese","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","Japanese","less than 1 year","no","Studied by myself","","","no","","333;335;336;337;344;379;381;382;383;395;442","3-5 years","less than 1 year",26,"2008_spring",1,12,"Q",14,9,4,43,3.6
"511","dg2",0,0,"Female",NA,"Japanese","","","","","","","","","","","","","","","","",NA,"2011_fall",1,22,"",19,17,5,60,3.15
"512","dg3",9,12,"Male",1973,"Japanese","Japanese","English","more than 5 years","yes","Studied grammar;Studied vocabulary","German","less than 1 year","yes","Studied grammar","","","no","","217;228;239;250;261","more than 5 years","none",34,"2007_summer",1,15,"Q",20,20,11,69,3
"513","dg6",7,1,"Female",1975,"Spanish","Spanish","Italian","less than 1 year","no","Studied by myself;I lived in a country where they spoke Italian","","","no","","","","no","","641;642;643;644;645","1-2 years","1-2 years",35,"2010_spring",NA,28,"",24,29,17,83,4.3
"514","dg7",0,0,"Female",1983,"Korean","Korean","English","more than 5 years","yes","Studied vocabulary;Listened to audio materials (tapes/CDs)","German","1-2 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in German;Teacher corrected my mistakes","","","no","","369;370;371;372;373","more than 5 years","none",24,"2008_summer",2,15,"P",16,9,6,47,2
"515","dg9",62,4,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_spring",1,20,"Q",19,29,12,75,4.1
"516","dh0",0,0,"Male",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2012_spring",1,20,"Q",33,29,13,85,3.8
"517","dh1",4,0,"Male",1984,"Arabic","Arabic","English","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs)","","","no","","","","no","","662;663;664;665;666;720;733;735;736;737;797;799;819;820;822","more than 5 years","less than 1 year",27,"2010_summer",1,16,"Q",11,9,7,43,2.3
"518","dh2",8,0,"Female",1989,"Chinese","Chinese","English","more than 5 years","no","Studied by myself;other","Japanese","less than 1 year","no","Studied by myself","","","no","","533;534;535;536;537","more than 5 years","less than 1 year",19,"2009_summer",2,28,"P",29,17,11,72,4.5
"519","dh6",27,3,"Male",1979,"French","French","French","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","English","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","465;466;467;468;469;516;523;524;525;527","less than 1 year","less than 1 year",29,"2009_spring",1,17,"Q",7,12,2,37,2.2
"520","dh7",4,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_summer",1,11,"R",18,13,8,58,2.8
"521","dh8",34,0,"Female",1991,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","738;739;740;741;742;797;799;800;801;808","more than 5 years","less than 1 year",19,"2010_fall",2,23,"",23,14,10,66,2.8
"522","dh9",29,0,"Female",1978,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","116;122","more than 5 years","none",27,"2006_fall",1,15,"P",25,16,11,70,3.5
"523","di0",2,0,"Male",NA,"Portuguese","","","","","","","","","","","","","","","","",NA,"2010_fall",2,13,"",21,19,6,65,2
"524","di1",9,0,"Female",1981,"Chinese","Chinese;Taiwanese","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Wrote paragrphs/essays","Italian","less than 1 year","yes","Studied vocabulary;Practiced reading aloud","","","no","","96;108;120;144","more than 5 years","less than 1 year",25,"2006_fall",1,6,"P",5,9,6,36,1.5
"525","di2",50,1,"Male",1982,"Arabic","Arabic;English","English","1-2 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","414;422;423;430;431;479;500;501;506;507","1-2 years","1-2 years",26,"2008_fall",2,23,"Q",12,14,8,51,4
"526","di3",54,0,"Male",1976,"Arabic","Arabic;English","English","1-2 years","yes","Studied grammar;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Wrote paragrphs/essays","","","no","","","","no","","160;171;182;193;204;219;230;241;252;263","1-2 years","more than 5 years",31,"2007_spring",1,23,"R",24,16,12,70,3.5
"527","di6",0,0,"Male",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2012_spring",1,18,"Q",16,12,5,48,3.1
"528","di7",64,6,"Male",1975,"Chinese","Chinese;Taiwanese","English","3-5 years","yes","Studied grammar;Studied vocabulary;Teacher corrected my mistakes","","","no","","","","no","","103;115;124;151;164;175;184;208;241;277;287;298;320;363","3-5 years","less than 1 year",31,"2006_fall",1,16,"P",30,19,10,74,4
"529","dj0",14,0,"Female",1985,"Korean","Korean","English","1-2 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud","","","no","","","","no","","31;32;33;34;35;45;56;67;78;89;105;117;129;153","1-2 years","none",20,"2006_spring",1,17,"P",20,11,4,53,2.8
"530","dj3",0,4,"Male",1911,"Russian","Russian;Turkish;Georgian","Turkish","1-2 years","no","Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke Turkish","Arabic","less than 1 year","yes","Studied grammar;Listened to audio materials;Teacher spoke to me in French","French","less than 1 year","yes","Studied grammar;Listened to audio materials;Teacher spoke to me in French","770;771;778;779;781;855;860;862;863;864","1-2 years","less than 1 year",100,"2011_spring",2,18,"P",15,12,6,48,3.3
"531","dj5",0,0,"Female",NA,"Spanish","","","","","","","","","","","","","","","","",NA,"2012_spring",1,22,"Q",13,23,9,64,2.5
"532","dj6",2,2,"Female",1986,"Korean","Korean;English","English","3-5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud","Japanese","less than 1 year","no","Studied by myself","","","no","","96;108;120;144;157;168;179;201;216;227;238;248;260","3-5 years","less than 1 year",20,"2006_fall",1,9,"P",13,10,9,48,1
"533","dj7",7,0,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2011_summer",NA,24,"",16,15,9,59,4
"534","dj8",8,0,"Male",1972,"French","Pular","English","less than 1 year","no","Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English","Fulani;Malinke;Wolof","more than 5 years","no","I learned from my friend who is a native speaker;I lived in a country where they spoke Fulani. Malinke, Wolof","","","no","","103;114;127;151;164;175;208","less than 1 year","less than 1 year",33,"2006_fall",1,24,"P",23,29,4,72,4.5
"535","dj9",53,4,"Male",1986,"Arabic","Arabic;English","English","3-5 years","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in English;other","","","no","","","","no","","562;563;564;596;597;632;633;634;635;636;690;692;693;694;701;752;758;797;798","3-5 years","less than 1 year",25,"2009_fall",1,11,"R",16,10,2,44,2
"536","dk0",2,2,"Female",1970,"Spanish","Spanish","","","","","","","","","","","","","342;350;353;363","3-5 years","more than 5 years",37,"2008_spring",1,29,"Q",20,28,12,75,3.8
"537","dk3",11,0,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_fall",1,26,"",22,11,13,65,4.1
"538","dk6",25,1,"Female",1988,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation;Wrote paragrphs/essays","Japanese","less than 1 year","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in Japanese;Studied pronunciation;Teacher corrected my mistakes","","","no","","410;414;417;418;421;477;478;479;490;505","more than 5 years","less than 1 year",20,"2008_fall",2,18,"P",13,14,6,48,3.2
"539","dk9",0,0,"Female",1987,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","435;436;437;438;439;495;501;502;503;504;543","more than 5 years","less than 1 year",21,"2008_fall",2,22,"Q",20,10,7,56,3.4
"540","dl1",15,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_summer",2,26,"",18,21,5,63,3.1
"541","dl2",1,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2010_fall",2,24,"",27,24,10,77,3.8
"542","dl3",7,0,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2011_fall",1,26,"",26,24,12,78,3
"543","dl5",10,0,"Male",1973,"Arabic","Arabic;English","English","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","31;32;33;34;35;46;59;68;78;92;105;117;129;153","less than 1 year","less than 1 year",32,"2006_spring",1,10,"P",14,9,3,42,2
"544","dl7",24,1,"Male",1982,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Wrote paragrphs/essays","Japanese","1-2 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Wrote paragrphs/essays","","","no","","47;58;69;80;91;105;117;129;153;186","more than 5 years","less than 1 year",24,"2006_summer",1,22,"R",23,11,11,64,4
"545","dl8",0,5,"Male",1989,"Chinese","Chinese","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","410;414;421;422;423;490;492;493;494;505","3-5 years","3-5 years",19,"2008_fall",2,20,"P",7,11,8,42,3
"546","dl9",2,3,"Male",1983,"Arabic","Arabic;English","English","more than 5 years","no","Studied by myself;other","","","no","","","","no","","743;744;745;746;747","more than 5 years","3-5 years",27,"2010_fall",NA,24,"Q",19,17,8,63,4.3
"547","dm2",18,3,"Male",1983,"Chinese","Chinese;Mongol","","","","","","","","","","","","","538;539;540;541;542","1-2 years","1-2 years",26,"2009_summer",2,29,"P",23,21,12,72,4.3
"548","dm3",5,1,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2010_fall",2,26,"",19,14,11,63,4
"549","dm4",68,1,"Female",1976,"Chinese","Taiwanese;Chinese","English","more than 5 years","no","Studied by myself","","","no","","","","no","","98;110;124;146;162;173;184;206","more than 5 years","none",29,"2006_fall",1,16,"P",16,13,7,55,4
"550","dm8",38,0,"Female",1982,"Chinese","Chinese;Taiwanese","English","more than 5 years","no","Studied by myself","","","no","","","","no","","570;571;574;587;588;637;638;639;640","more than 5 years","less than 1 year",27,"2009_fall",NA,26,"",22,12,7,60,3.6
"551","dn0",11,0,"Female",1990,"Chinese","Chinese","English","1-2 years","yes","Studied grammar;Worked in pairs/groups;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","565;566;577;578;579","1-2 years","less than 1 year",19,"2009_fall",NA,18,"",19,16,11,65,2.8
"552","dn1",12,2,"Male",1982,"Italian","Italian","German","3-5 years","yes","Studied grammar;Studied vocabulary;Studied pronunciation","","","no","","","","no","","328;329;331;332;340;379;383;395;396;397","less than 1 year","less than 1 year",25,"2008_spring",1,17,"Q",14,6,1,37,2.8
"553","dn2",3,3,"Male",1988,"Arabic","Arabic;English","English","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Wrote paragrphs/essays","","","no","","","","no","","415;419;426;427;428;485;489;496;498;506","1-2 years","1-2 years",19,"2008_fall",2,21,"Q",9,9,8,42,2.9
"554","dn4",28,1,"Male",1980,"Arabic","Arabic","","","","","","","","","","","","","379;380;391;392;393","less than 1 year","less than 1 year",28,"2008_summer",2,27,"P",27,23,9,74,2.2
"555","dn5",4,1,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_spring",1,13,"Q",10,5,5,36,3.5
"556","dn6",15,4,"Male",1954,"Other","Telugu","English","1-2 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","213;224;235;246;257","none","none",52,"2007_summer",1,10,"Q",12,16,3,47,2.3
"557","dn7",18,0,"Female",1974,"Korean","Korean","English","more than 5 years","no","Studied by myself","German","1-2 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in German;Practiced reading aloud;Teacher corrected my mistakes","","","no","","576;582","more than 5 years","more than 5 years",35,"2009_fall",NA,31,"",16,22,10,67,3.8
"558","dn8",48,11,"Female",1978,"Thai","Thai","English","more than 5 years","no","Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English","Chinese","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Chinese;Studied pronunciation;Teacher corrected my mistakes","","","no","","420;424;441;442;443;500;502;503;504;505;590;591;592;593;594;643","more than 5 years","1-2 years",30,"2008_fall",2,26,"Q",17,18,11,65,4.25
"559","do0",7,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_fall",1,24,"",17,17,10,63,3.2
"560","do1",18,1,"Male",1990,"Arabic","Arabic","English","less than 1 year","yes","Studied grammar","Indonesian","none","no","I learned from my friend who is a native speaker","","","no","","607;608;610;619;651;682;683;705;706;707;741;758;759;760;761;797;798;799;800;801;878;879;880;881;882","less than 1 year","less than 1 year",19,"2010_spring",2,24,"P",11,15,3,45,3
"561","do3",15,2,"Male",1988,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","415;419;426;427;428;480;484;501;502;503","more than 5 years","3-5 years",19,"2008_fall",2,22,"Q",18,9,5,48,3.1
"562","do4",0,0,"Female",1973,"Chinese","Chinese","English","less than 1 year","yes","Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","291;333;334","more than 5 years","none",34,"2007_fall",1,10,"Q",24,15,12,69,1.7
"563","do5",26,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_spring",2,11,"P",14,14,6,51,3.05
"564","do7",26,0,"Female",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2012_spring",1,23,"Q",22,12,8,61,2.5
"565","do9",17,4,"Female",1985,"Arabic","Arabic","English","less than 1 year","yes","Studied grammar;Studied vocabulary;Practiced reading aloud;Wrote paragrphs/essays","Arabic","more than 5 years","no","I lived in a country where they spoke Arabic","","none","no","other","662;663;664;665;666;743;744;745;746;747;797;798;801","less than 1 year","less than 1 year",25,"2010_summer",NA,12,"Q",4,8,4,32,2
"566","dp1",8,0,"Female",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2012_spring",1,17,"Q",16,9,6,47,3.4
"567","dp2",2,0,"Female",1970,"Turkish","Turkish","","","","","","","","","","","","","612;614;615;616;623;681;687;691;705;706;751;752;753;759;799;807;810;811","3-5 years","1-2 years",39,"2010_spring",2,15,"P",17,12,8,56,3
"568","dp3",2,0,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_spring",1,28,"Q",32,29,12,84,4
"569","dp5",42,10,"Male",1988,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;other","Japanese","less than 1 year","yes","Studied grammar;Studied vocabulary;Listened to audio materials;Studied pronunciation","French","less than 1 year","yes","Studied grammar;Studied vocabulary;Listened to audio materials","460;461;464;487;488;523;524;527;543;544","more than 5 years","less than 1 year",20,"2009_spring",1,21,"Q",17,11,8,55,2.3
"570","dp7",32,5,"Male",1977,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in English","","","no","","","","no","","562;563;564;596;597;632;633;634;635;636;677;699;701","more than 5 years","3-5 years",32,"2009_fall",NA,13,"",5,11,10,42,2.8
"571","dp9",18,0,"Female",1986,"Other","Slovak;English","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","German","3-5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Teacher corrected my mistakes","","","no","","272;283;291;316;345;346;353;354;357;453;454","more than 5 years","more than 5 years",21,"2007_fall",1,14,"Q",23,13,5,60,3.7
"572","dq0",5,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_spring",2,24,"P",18,15,7,59,3.7
"573","dq4",2,0,"Male",1991,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","555;556;559;577;578","more than 5 years","less than 1 year",18,"2009_fall",NA,21,"",16,12,8,55,2.7
"574","dq7",1,0,"Female",1988,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","733;734;735;737","more than 5 years","3-5 years",22,"2010_fall",2,18,"",20,19,8,66,3
"575","dr0",21,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2010_fall",1,12,"Q",14,14,5,48,2.6
"576","dr1",10,0,"Female",1972,"Spanish","Spanish;Portuguese","Portuguese","more than 5 years","no","Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke Portuguese;other","English","3-5 years","yes","Had a native-speaker teacher;Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","161;172;183;194;205","3-5 years","1-2 years",34,"2007_spring",1,18,"R",17,23,10,69,3
"577","dr2",27,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_spring",2,11,"P",13,9,5,43,3.2
"578","dr3",24,0,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_spring",2,20,"P",19,7,4,46,3.4
"579","dr5",16,8,"Male",1987,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","1;7;13;19;25;43;54;65;76;87;103;115;127;151;165;176;187;209","more than 5 years","less than 1 year",18,"2006_spring",1,6,"P",16,0,0,32,1
"580","dr8",11,3,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2012_summer",NA,24,"P",10,17,20,66,2.8
"581","ds0",7,0,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2010_fall",2,23,"",29,27,14,83,4
"582","ds3",2,0,"Male",1976,"Arabic","Arabic","English","1-2 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Wrote paragrphs/essays","","","no","","","","no","","662;663;664;665;666;724;725;726;727;728;786;808","1-2 years","1-2 years",34,"2010_summer",2,11,"P",10,10,3,39,3.2
"583","ds5",0,0,"Male",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2012_summer",1,24,"P",29,27,15,83,4.1
"584","ds6",6,1,"Female",1984,"Arabic","Arabic;English","English","3-5 years","no","Studied by myself;I lived in a country where they spoke English","","","no","","","","no","","659;660;661;662;663;743;744;745;746;747;788;791;802;804;805","3-5 years","1-2 years",28,"2010_summer",2,11,"P",16,15,9,59,3
"585","ds8",0,0,"Female",NA,"Japanese","","","","","","","","","","","","","","","","",NA,"2011_spring",2,14,"P",12,11,4,43,2.7
"586","ds9",4,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2010_fall",2,17,"",17,17,9,62,1.5
"587","dt0",0,0,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2010_spring",NA,12,"",14,11,5,46,2
"588","dt1",2,0,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_spring",1,10,"Q",9,14,5,44,2.7
"589","dt3",13,1,"Female",1963,"Japanese","Japanese","German","more than 5 years","no","I lived in a country where they spoke German","French","1-2 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","285;296;347;355;356;394;398","more than 5 years","less than 1 year",44,"2007_fall",1,19,"Q",23,19,6,67,3
"590","dt4",58,4,"Female",1980,"Chinese","Chinese","Chinese","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs)","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","213;224;235;246;257;272;283;294;316","more than 5 years","1-2 years",26,"2007_summer",1,15,"Q",11,14,5,46,3.2
"591","dt5",9,0,"Male",1964,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","99;111;123;147","more than 5 years","1-2 years",42,"2006_fall",1,11,"P",13,13,6,48,3.7
"592","dt6",28,2,"Female",1982,"Taiwanese","Taiwanese;Chinese","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","Chinese","more than 5 years","no","Studied by myself;I lived in a country where they spoke Chinese","","","no","","274;285;296;318","more than 5 years","less than 1 year",24,"2007_fall",1,21,"Q",22,14,12,67,3
"593","dt8",16,0,"Male",1988,"Arabic","Arabic","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","French","less than 1 year","yes","Had a native-speaker teacher;Listened to audio materials (tapes/CDs);Teacher spoke to me in French;Studied pronunciation","","","no","","770;773;774;775;776;860;861;862;863;864;922;923;926;944;945;1003;1004;1005;1006;1007","3-5 years","1-2 years",24,"2011_spring",2,16,"Q",13,13,4,46,2.75
"594","du2",1,0,"Female",1982,"Chinese","Chinese","","3-5 years","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in no;Studied pronunciation;Practiced reading aloud","English","3-5 years","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud","","","no","","607;630;708;809","more than 5 years","none",28,"2010_spring",NA,20,"",12,10,5,43,2.7
"595","du3",7,0,"Male",1979,"Arabic","Arabic","English","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","617;618;619;620;621;690;694;701","less than 1 year","less than 1 year",30,"2010_spring",NA,21,"",12,15,10,56,3.8
"596","du4",36,0,"Unknown",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2008_summer",2,25,"P",26,17,13,72,5
"597","du5",3,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_spring",2,22,"P",23,23,10,72,3.6
"598","du6",4,1,"Male",1978,"Arabic","Arabic","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","Hebrew","less than 1 year","yes","Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","102;114;126;150;164;175;186;197;208","3-5 years","less than 1 year",28,"2006_fall",1,25,"P",16,13,4,48,3
"599","du7",2,0,"Female",1980,"Taiwanese","Chinese;Taiwanese","Chinese","more than 5 years","yes","Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Chinese;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","English","more than 5 years","no","Studied by myself","","","no","","273;284;293;317","more than 5 years","less than 1 year",26,"2007_fall",1,14,"Q",22,14,7,62,3.1
"600","du8",4,0,"Male",1980,"Arabic","Arabic;English","English","3-5 years","yes","Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced reading aloud","","","no","","","","no","","384;385;386;387;388","3-5 years","1-2 years",27,"2008_summer",2,21,"P",19,18,6,62,3.5
"601","du9",12,1,"Male",1973,"Chinese","Chinese","English","more than 5 years","no","Studied by myself","","","no","","","","no","","375;376;377;378;389;495;496;497;499;507","more than 5 years","more than 5 years",25,"2008_summer",2,23,"P",23,23,12,73,2.7
